release_date,budget,revenue_worldwide,runtime,genres,cast_popularity_mean,cast_popularity_max,director_popularity,original_language,imdb_rating,imdb_votes,mpaa_rating,domestic_box_office,rotten_tomatoes_score,metacritic_score,season
2004-06-11,400000.0,46118097.0,95,['Comedy'],1.358066666666666,2.479,1.3126,en,7.0,251071.0,PG,44540956.0,72.0,64.0,Summer
2021-02-06,35000000.0,70000000.0,117,"['Animation', 'Fantasy', 'Action']",0.865499999999999,1.3269,0.5921000000000001,zh,6.8,4451.0,TV-14,0.0,80.0,58.0,Winter
2021-02-12,35000000.0,83977925.5,115,"['Romance', 'Comedy', 'Drama']",3.196233333333333,5.6727,0.20370000000000002,en,6.3,37385.0,TV-14,0.0,79.0,65.0,Winter
2003-05-30,94000000.0,940335536.0,100,"['Animation', 'Family']",1.427566666666666,1.8011,1.2339,en,8.2,1185437.0,G,380843261.0,99.0,90.0,Spring
2000-09-01,12500000.0,40061153.0,140,"['Drama', 'Crime']",1.903566666666666,2.5962,2.2434,en,7.9,122419.0,R,4184036.0,69.0,63.0,Fall
2023-10-06,35000000.0,83977925.5,93,"['Comedy', 'Mystery']",0.8359000000000001,1.1153,0.12380000000000001,es,5.1,2120.0,TV-14,0.0,60.0,58.0,Fall
2020-10-04,35000000.0,83977925.5,95,['Comedy'],0.592566666666666,0.8846,0.32430000000000003,it,5.9,1377.0,N/A,0.0,64.0,58.0,Fall
2003-07-09,140000000.0,655011224.0,143,"['Adventure', 'Fantasy', 'Action']",4.2609,6.6058,0.8297,en,8.1,1298018.0,PG-13,305413918.0,79.0,63.0,Summer
2022-06-17,35000000.0,83977925.5,113,"['Drama', 'Science Fiction']",0.9959666666666661,1.4961,0.4988,ja,6.6,2814.0,N/A,0.0,95.0,70.0,Summer
2003-10-10,30000000.0,180906076.0,111,"['Action', 'Crime']",6.150433333333333,9.6562,4.0946,en,8.2,1279130.0,R,70099045.0,85.0,69.0,Fall
2013-09-04,12000000.0,87100449.0,123,"['Drama', 'Romance', 'Fantasy']",4.747233333333333,6.4297,1.574,en,7.8,421226.0,R,15322921.0,71.0,55.0,Fall
2004-07-16,1000000.0,1574623.0,70,"['Drama', 'Music', 'Romance']",1.039066666666666,1.7807,0.4622,en,4.7,25019.0,Not Rated,66853.0,23.0,43.0,Summer
2016-12-16,150000000.0,331957105.0,103,"['Action', 'Adventure', 'Fantasy']",8.112366666666667,14.9267,2.1926,en,5.9,156740.0,PG-13,45540830.0,35.0,42.0,Winter
2021-06-30,35000000.0,4849622.0,92,"['Comedy', 'Fantasy']",0.6000333333333331,1.0637,0.1384,fr,6.0,1027.0,N/A,0.0,64.0,58.0,Summer
2007-07-25,75000000.0,527068851.0,87,"['Animation', 'Comedy', 'Family']",1.8775,2.711,0.382,en,7.3,360821.0,PG-13,183135014.0,87.0,80.0,Summer
2014-12-10,250000000.0,956019788.0,144,"['Action', 'Adventure', 'Fantasy']",3.4204,4.4959,2.3942,en,7.4,607254.0,R,255138261.0,59.0,59.0,Winter
2004-03-19,20000000.0,72258126.0,108,"['Science Fiction', 'Drama', 'Romance']",7.731866666666666,8.3642,0.8839,en,8.3,1161652.0,R,34400301.0,93.0,89.0,Spring
2017-05-19,22000000.0,40120144.0,91,"['Comedy', 'Family', 'Adventure']",1.8515000000000001,4.2652,0.2859,en,4.3,12288.0,PG,20738724.0,19.0,39.0,Spring
2003-12-14,5000000.0,83977925.5,99,['Thriller'],2.335666666666666,3.4782,0.22030000000000002,en,5.5,5109.0,R,0.0,64.0,58.0,Winter
2012-08-21,6000000.0,83977925.5,91,"['Action', 'Thriller']",2.811366666666666,5.4026,0.6687000000000001,en,5.1,5138.0,R,0.0,64.0,58.0,Summer
2008-02-13,85000000.0,222231186.0,88,"['Action', 'Adventure', 'Science Fiction']",7.311233333333333,14.5879,1.0468,en,6.1,334661.0,PG-13,80172128.0,15.0,35.0,Winter
2006-07-06,200000000.0,1066179747.0,151,"['Adventure', 'Fantasy', 'Action']",5.6904,7.2702,0.8297,en,7.4,812753.0,PG-13,423315812.0,53.0,53.0,Summer
2002-11-08,41000000.0,242875078.0,111,"['Drama', 'Music']",2.918033333333333,4.1138,0.4844,en,7.2,345998.0,R,116750901.0,76.0,77.0,Fall
2022-10-21,35000000.0,83977925.5,98,"['Comedy', 'Drama', 'Romance']",0.6978333333333331,1.5018,0.15080000000000002,sv,5.3,3823.0,N/A,0.0,64.0,58.0,Fall
2011-10-27,130000000.0,554987477.0,90,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Action']",5.943533333333334,8.5016,0.8524,en,6.6,207030.0,PG,149260504.0,85.0,65.0,Fall
2004-12-05,30000000.0,216763646.0,132,['Drama'],6.035766666666666,8.5525,6.3042,en,8.1,752495.0,PG-13,100492203.0,90.0,86.0,Winter
2000-09-28,5000000.0,109280263.0,111,"['Drama', 'Comedy', 'Music']",2.0956,2.7288,0.6737000000000001,en,7.7,149035.0,R,21995263.0,85.0,74.0,Fall
2018-10-02,35000000.0,83977925.5,111,"['Action', 'Thriller', 'Science Fiction']",2.718033333333333,3.8419,0.5997,en,5.2,3747.0,R,0.0,64.0,58.0,Fall
2008-02-20,11000000.0,245144417.0,106,"['Comedy', 'Drama', 'Romance']",0.670966666666666,0.9966,0.9966,fr,7.1,46653.0,Not Rated,0.0,67.0,58.0,Winter
2005-06-28,132000000.0,603873119.0,117,"['Adventure', 'Thriller', 'Science Fiction']",7.786,14.2865,5.3578,en,6.6,500526.0,PG-13,234280354.0,76.0,73.0,Summer
2014-03-27,4500000.0,6566916.0,150,"['Action', 'Crime', 'Thriller']",1.3651,3.0365,0.7154,id,7.9,136515.0,R,2627209.0,83.0,71.0,Spring
2018-07-13,20000000.0,83977925.5,113,"['Science Fiction', 'Thriller', 'Mystery', 'Action', 'Adventure']",4.356533333333333,7.1854,0.2109,en,5.1,62197.0,TV-MA,0.0,17.0,36.0,Summer
2000-10-11,9000000.0,40047236.0,113,"['Mystery', 'Thriller']",2.7449,3.5121,9.9131,en,8.4,1408703.0,R,25544867.0,93.0,83.0,Fall
2017-07-21,19000000.0,140376621.0,122,"['Comedy', 'Romance', 'Adventure']",3.013166666666666,5.0508,0.5211,en,6.2,42168.0,R,115171585.0,91.0,71.0,Summer
2002-07-22,31000000.0,177394432.0,99,"['Drama', 'Adventure', 'Action', 'History']",6.583633333333334,10.0432,2.1926,zh,7.9,192049.0,PG-13,53710019.0,64.0,85.0,Summer
2004-06-16,2700000.0,15992615.0,80,"['Drama', 'Romance']",4.3605333333333345,10.2507,1.9393,en,8.1,309299.0,R,5820649.0,94.0,91.0,Summer
2003-08-01,55000000.0,231449203.0,103,"['Comedy', 'Romance']",2.4701,2.6092,0.6607000000000001,en,6.3,226083.0,R,104565114.0,53.0,43.0,Summer
2005-11-23,7000000.0,83977925.5,94,['Comedy'],1.7753333333333332,3.3698,0.5432,en,5.1,69324.0,R,0.0,17.0,58.0,Fall
2006-12-13,35000000.0,83977925.5,97,['Comedy'],1.895766666666666,3.9499,0.8536,en,5.1,66890.0,R,0.0,0.0,58.0,Winter
2008-03-19,35000000.0,83977925.5,115,['Drama'],1.2381,2.9348,0.2025,fr,7.6,20965.0,PG-13,3169305.0,89.0,79.0,Spring
2007-12-19,10000000.0,18610260.0,89,['Comedy'],0.725499999999999,0.8919,0.1574,en,5.3,62248.0,R,0.0,64.0,58.0,Winter
2021-09-22,50000000.0,13037403.0,120,"['Crime', 'Drama']",0.8573333333333331,1.3012000000000001,0.8415,en,6.3,67621.0,R,8237403.0,72.0,60.0,Fall
2024-12-25,50000000.0,181764515.0,133,"['Horror', 'Fantasy']",7.5753666666666675,11.4449,1.3565,en,7.1,247532.0,R,95608235.0,85.0,78.0,Winter
2024-08-02,35000000.0,32224616.0,110,"['Animation', 'Action', 'Adventure', 'Science Fiction']",1.647066666666666,2.3764,1.1360000000000001,ja,7.0,3121.0,PG-13,5041781.0,95.0,58.0,Summer
2009-05-01,35000000.0,83977925.5,116,"['Crime', 'Drama', 'Mystery', 'Thriller']",0.536,0.7027,0.9869,en,6.2,21425.0,R,426688.0,43.0,41.0,Spring
2000-05-04,103000000.0,465516248.0,155,"['Action', 'Drama', 'Adventure']",4.618833333333334,5.2518,2.5366,en,8.5,1807656.0,R,187705427.0,80.0,67.0,Spring
2005-08-11,45000000.0,92374674.0,109,"['Action', 'Crime']",4.8363,11.0899,0.9691000000000001,en,6.8,166330.0,R,74494381.0,64.0,49.0,Summer
2021-05-19,200000000.0,726229501.0,143,"['Action', 'Adventure', 'Crime']",5.628366666666667,11.4381,1.072,en,5.2,175226.0,PG-13,173005945.0,59.0,58.0,Spring
2023-06-25,294700000.0,383963057.0,155,"['Adventure', 'Action']",5.0493999999999994,7.4452,1.2903,en,6.5,225449.0,PG-13,174480468.0,71.0,58.0,Summer
2000-09-01,100000000.0,83557872.0,103,"['Crime', 'Comedy']",6.876833333333333,16.3832,3.5927,en,8.2,962902.0,R,30328156.0,74.0,55.0,Fall
2020-10-19,35000000.0,83977925.5,87,"['Drama', 'Family']",0.538233333333333,1.3421,0.5343,en,7.1,1985.0,TV-G,0.0,64.0,58.0,Fall
2018-09-28,116000000.0,856085151.0,112,"['Science Fiction', 'Action']",4.885866666666666,8.5475,0.5577,en,6.6,594407.0,PG-13,213515506.0,31.0,35.0,Fall
2017-10-04,150000000.0,259239658.0,164,"['Science Fiction', 'Drama']",10.325133333333333,17.4851,2.1912,en,8.0,729843.0,R,92071675.0,88.0,81.0,Fall
2025-03-31,150000000.0,957949195.0,101,"['Family', 'Fantasy', 'Comedy', 'Adventure', 'Action']",6.990266666666667,12.4009,1.3126,en,5.6,141138.0,PG,423949195.0,64.0,45.0,Spring
2017-06-16,217000000.0,605425157.0,154,"['Action', 'Adventure', 'Science Fiction']",5.0932,11.0899,16.4427,en,5.2,181295.0,PG-13,130168683.0,16.0,27.0,Summer
2005-07-13,150000000.0,475000000.0,115,"['Adventure', 'Comedy', 'Family', 'Fantasy']",3.4287,6.6058,3.3036,en,6.7,561672.0,PG,206459076.0,83.0,72.0,Summer
2025-08-13,25000000.0,41618135.0,89,"['Action', 'Thriller']",3.182833333333333,5.2518,0.7235,en,6.3,55278.0,R,21604985.0,77.0,59.0,Summer
2001-12-18,93000000.0,871368364.0,179,"['Adventure', 'Fantasy', 'Action']",3.914566666666667,4.4959,2.3942,en,8.9,2156369.0,PG-13,319372078.0,92.0,92.0,Winter
2002-12-18,79000000.0,926287400.0,179,"['Adventure', 'Fantasy', 'Action']",3.914566666666667,4.4959,2.3942,en,8.8,1909321.0,PG-13,345518923.0,95.0,87.0,Winter
2003-12-17,94000000.0,1118888979.0,201,"['Adventure', 'Fantasy', 'Action']",3.914566666666667,4.4959,2.3942,en,9.0,2115834.0,PG-13,381878219.0,94.0,94.0,Winter
2007-10-02,35000000.0,83977925.5,46,"['Animation', 'Comedy', 'Family']",0.9096666666666661,1.1075,0.4474,en,6.5,1473.0,G,0.0,64.0,58.0,Fall
2014-09-03,22000000.0,17669776.0,92,"['Thriller', 'Mystery']",4.721466666666667,6.9839,0.5994,en,6.3,88430.0,R,3242457.0,36.0,41.0,Fall
2025-02-13,70000000.0,83977925.5,128,"['Romance', 'Science Fiction', 'Thriller']",6.4472000000000005,9.8552,0.8242,en,6.7,148759.0,PG-13,0.0,62.0,57.0,Winter
2001-07-20,19000000.0,274925095.0,125,"['Animation', 'Family', 'Fantasy']",2.118666666666666,2.3584,4.769,ja,8.6,938960.0,PG,14821254.0,96.0,96.0,Summer
2008-02-08,15000000.0,34533783.0,108,"['Comedy', 'Drama', 'Crime']",5.1038,5.9131,0.9062,en,7.9,485367.0,R,7800824.0,84.0,67.0,Winter
2014-10-22,20000000.0,88761661.0,101,"['Action', 'Thriller']",4.939599999999999,11.0346,1.2881,en,7.5,806901.0,R,43037835.0,86.0,68.0,Fall
2010-01-06,35000000.0,83977925.5,104,"['Crime', 'Horror', 'Thriller']",0.7594000000000001,1.0336,0.9832000000000001,sr,4.9,76467.0,NC-17,0.0,48.0,58.0,Winter
2000-08-30,26000000.0,71877090.0,107,"['Adventure', 'Comedy', 'Crime']",3.444633333333333,5.3298,1.0931,en,7.7,347212.0,PG-13,45512588.0,78.0,69.0,Summer
2008-02-14,23000000.0,150988382.0,98,"['Music', 'Drama', 'Romance']",1.118333333333333,1.2247,0.9196000000000001,en,6.2,93679.0,PG-13,58017783.0,29.0,50.0,Winter
2004-03-19,5000000.0,40266982.0,105,"['Drama', 'Crime']",1.0147,1.7403,0.9008,es,7.4,64993.0,R,5284284.0,88.0,81.0,Spring
2001-01-19,4500000.0,7500000.0,114,"['Fantasy', 'Drama', 'Mystery']",3.961999999999999,7.5337,0.5957,en,8.0,894255.0,R,1478493.0,88.0,88.0,Winter
2005-10-22,14000000.0,178043761.0,134,"['Drama', 'Romance']",5.316566666666667,7.5337,2.5193,en,7.7,409792.0,R,84111816.0,88.0,87.0,Fall
2024-11-24,35000000.0,83977925.5,108,"['Comedy', 'Fantasy']",3.9861,7.152,1.4735,en,5.4,18485.0,PG-13,0.0,24.0,34.0,Fall
2012-09-25,3500000.0,83977925.5,76,"['Science Fiction', 'Action', 'Animation', 'Mystery']",1.929466666666666,2.5853,0.5339,en,8.0,54214.0,PG-13,0.0,100.0,58.0,Fall
2000-07-06,17000000.0,213978518.0,120,"['Adventure', 'Drama', 'Action', 'Romance']",4.220533333333333,4.3366,2.5193,zh,7.9,290075.0,PG-13,128530421.0,98.0,94.0,Summer
2021-11-03,200000000.0,402064899.0,156,"['Science Fiction', 'Action', 'Adventure']",5.942800000000001,11.8399,1.558,en,6.2,419104.0,PG-13,164870234.0,47.0,52.0,Fall
2005-12-15,5000000.0,83977925.5,115,"['Romance', 'Drama']",1.740133333333333,2.9635,0.5469,en,7.4,13546.0,Not Rated,20678.0,71.0,68.0,Winter
2010-03-19,3600000.0,12014663.0,120,"['Drama', 'Romance']",1.4825,3.3846,1.1088,it,7.0,25046.0,R,5005465.0,81.0,79.0,Spring
2013-12-25,100000000.0,407038432.0,180,"['Crime', 'Drama', 'Comedy']",7.286733333333333,9.566,4.4983,en,8.2,1736147.0,R,116900694.0,79.0,75.0,Winter
2003-09-18,4000000.0,119723856.0,102,"['Drama', 'Romance', 'Comedy']",13.294033333333333,34.5755,2.4815,en,7.7,517809.0,R,44585453.0,95.0,91.0,Fall
2016-05-06,35000000.0,27312.0,107,['Drama'],0.39233333333333303,0.4647,0.2555,en,7.1,22436.0,PG,57046.0,33.0,39.0,Spring
2008-07-16,185000000.0,1004558444.0,152,"['Drama', 'Action', 'Crime', 'Thriller']",5.239133333333333,6.851,9.9131,en,9.1,3103183.0,PG-13,534987076.0,94.0,85.0,Summer
2014-10-09,5000000.0,5200000.0,112,"['Crime', 'Drama', 'Mystery', 'Thriller', 'History']",4.327366666666667,6.3916,0.4279,en,6.9,49841.0,R,2450846.0,76.0,60.0,Fall
2020-02-15,35000000.0,83977925.5,86,"['Romance', 'TV Movie', 'Comedy']",0.9683,1.5709,0.7603000000000001,en,6.9,5756.0,TV-14,0.0,100.0,58.0,Winter
2019-07-11,35000000.0,83977925.5,108,"['Drama', 'Romance']",0.36803333333333305,0.7164,0.5467000000000001,es,7.3,4442.0,Not Rated,0.0,91.0,58.0,Summer
2022-10-06,250000.0,15741780.0,138,"['Horror', 'Thriller']",1.3295666666666661,1.7177,1.1664,en,6.0,77082.0,Unrated,10962499.0,87.0,59.0,Fall
2001-12-07,85000000.0,450717150.0,116,"['Thriller', 'Crime']",5.8035,8.3003,1.4925000000000002,en,7.7,661543.0,PG-13,183417150.0,83.0,74.0,Winter
2004-12-09,110000000.0,362744280.0,125,"['Thriller', 'Crime']",7.116699999999999,8.3003,1.4925000000000002,en,6.5,431808.0,PG-13,125544280.0,55.0,58.0,Winter
2009-06-26,90000000.0,886686817.0,94,"['Animation', 'Comedy', 'Family', 'Adventure']",2.511566666666666,3.0544000000000002,0.6206,en,6.9,281072.0,PG,196573705.0,46.0,50.0,Summer
2000-12-22,90000000.0,429632142.0,143,"['Adventure', 'Drama']",7.102066666666666,16.603,1.8764,en,7.8,676631.0,PG-13,233632142.0,88.0,74.0,Winter
2002-10-31,8000000.0,85032676.0,113,"['Horror', 'Thriller', 'Science Fiction']",4.7118,7.515,1.3077,en,7.5,526460.0,R,45064915.0,87.0,73.0,Fall
2007-08-17,20000000.0,170800000.0,113,['Comedy'],3.887266666666666,6.2861,0.8005,en,7.6,680006.0,R,121463226.0,88.0,76.0,Summer
2022-04-07,35000000.0,83977925.5,128,['Documentary'],0.408199999999999,1.0005,0.4834,en,7.3,5898.0,TV-MA,0.0,79.0,56.0,Spring
2004-10-01,1200000.0,104045735.0,103,"['Horror', 'Mystery', 'Crime']",2.2059,3.9939999999999998,2.269,en,7.6,498215.0,R,56000369.0,50.0,46.0,Fall
2015-05-27,110000000.0,473990832.0,114,"['Action', 'Drama', 'Thriller']",7.3941333333333334,12.0384,0.45330000000000004,en,6.1,271110.0,PG-13,155190832.0,48.0,43.0,Spring
2020-02-03,35000000.0,83977925.5,102,"['Romance', 'Comedy']",2.983366666666666,5.6727,0.20370000000000002,en,6.1,51567.0,TV-14,0.0,78.0,54.0,Winter
2025-06-05,35000000.0,83977925.5,85,"['Animation', 'Action', 'Science Fiction', 'Thriller']",0.820399999999999,1.3847,0.9681000000000001,en,7.5,51628.0,R,0.0,95.0,78.0,Summer
2002-06-20,102000000.0,358372926.0,145,"['Science Fiction', 'Action', 'Thriller']",7.2304,14.2865,5.3578,en,7.6,612506.0,PG-13,132072926.0,89.0,80.0,Summer
2018-02-07,13500000.0,33895230.0,97,"['Adventure', 'Family']",0.910866666666666,1.7336,0.2807,fr,6.3,939.0,TV-PG,105890.0,64.0,58.0,Winter
2025-02-28,118000000.0,131847147.0,137,"['Science Fiction', 'Comedy', 'Adventure']",3.587166666666666,7.0176,3.6905,en,6.7,213929.0,R,46047147.0,78.0,72.0,Winter
2005-04-01,40000000.0,158733820.0,124,"['Crime', 'Thriller']",5.1975,7.3932,1.3529,en,8.0,814113.0,R,74103820.0,76.0,74.0,Spring
2015-04-10,35000000.0,83977925.5,90,"['Comedy', 'Thriller', 'Mystery']",2.968933333333333,4.6901,0.3891,en,5.8,24718.0,R,24296.0,15.0,30.0,Spring
2019-11-07,30000000.0,121600000.0,102,"['Comedy', 'Romance']",4.7213,7.0221,1.0944,en,6.5,98767.0,PG-13,35150750.0,46.0,50.0,Fall
2001-04-25,10000000.0,173921954.0,122,"['Comedy', 'Romance']",1.188433333333333,2.3836,0.541,fr,8.3,829439.0,R,33712444.0,90.0,70.0,Spring
2001-12-21,12000000.0,31200000.0,93,['Comedy'],0.805233333333333,0.9934000000000001,0.6607000000000001,en,6.2,62971.0,R,31178740.0,25.0,29.0,Winter
2012-05-23,225000000.0,654213485.0,106,"['Action', 'Comedy', 'Science Fiction']",6.009966666666666,9.1116,0.5736,en,6.8,405787.0,PG-13,179020854.0,67.0,58.0,Spring
2019-06-14,35000000.0,44112.0,98,"['Comedy', 'Romance']",1.840433333333333,3.2284,0.4928,en,6.6,18719.0,Not Rated,0.0,88.0,65.0,Summer
2010-03-26,35000000.0,83977925.5,87,"['Family', 'Comedy', 'Drama', 'TV Movie']",1.037499999999999,1.6368,0.46230000000000004,en,4.5,1965.0,TV-PG,0.0,64.0,58.0,Spring
2023-12-08,35000000.0,83977925.5,98,"['Romance', 'Comedy', 'Drama']",2.184266666666666,3.5635,0.1514,en,5.6,4534.0,N/A,0.0,70.0,52.0,Winter
2002-12-13,60000000.0,67336470.0,116,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",1.8719333333333332,2.933,0.5186000000000001,en,6.4,86512.0,PG-13,43254409.0,37.0,51.0,Winter
2025-01-29,120000000.0,172619925.0,145,"['Action', 'Fantasy', 'War']",1.7477333333333331,2.0821,1.0423,zh,6.2,1536.0,N/A,1853487.0,64.0,58.0,Winter
2011-01-22,35000000.0,83977925.5,30,"['Drama', 'Horror']",0.512933333333333,0.8138000000000001,2.1274,en,7.1,10577.0,TV-MA,0.0,64.0,58.0,Winter
2008-05-21,185000000.0,786636033.0,122,"['Adventure', 'Action']",4.114733333333333,5.2402,5.3578,en,6.2,506461.0,PG-13,317101119.0,77.0,65.0,Spring
2011-12-14,90000000.0,232617430.0,158,"['Thriller', 'Crime', 'Mystery']",4.1503,7.1996,2.4958,en,7.8,520734.0,R,102515793.0,86.0,71.0,Winter
2023-08-18,35000000.0,83977925.5,103,['Comedy'],1.119966666666666,2.6142000000000003,0.40040000000000003,en,6.0,25716.0,PG-13,0.0,91.0,71.0,Summer
2023-10-12,95000000.0,209646030.0,91,"['Animation', 'Family', 'Music', 'Fantasy', 'Comedy']",2.780599999999999,4.3654,0.7839,en,6.0,19119.0,PG,103270155.0,64.0,53.0,Fall
2014-04-16,13000000.0,176404493.0,94,['Comedy'],1.0445,1.3522,0.23820000000000002,fr,7.0,47484.0,N/A,0.0,64.0,58.0,Spring
2014-09-08,4700000.0,83977925.5,103,"['Thriller', 'Drama']",1.9939666666666662,2.7978,0.7433000000000001,da,6.8,7309.0,TV-MA,0.0,52.0,35.0,Fall
2005-12-12,207000000.0,562363449.0,188,"['Adventure', 'Drama', 'Action']",4.885133333333333,7.152,2.3942,en,7.2,465049.0,PG-13,218080025.0,84.0,81.0,Winter
2010-07-10,80000000.0,140073390.0,97,"['Animation', 'Adventure', 'Family', 'Fantasy']",1.6980666666666662,2.473,5.4611,en,6.9,91015.0,PG,55675313.0,52.0,53.0,Summer
2025-12-03,35000000.0,83977925.5,108,['Comedy'],4.136533333333333,4.8835,0.541,en,6.6,96014.0,PG-13,0.0,64.0,58.0,Winter
2000-11-17,82000000.0,96085477.0,123,"['Science Fiction', 'Action', 'Mystery', 'Drama', 'Thriller']",3.152766666666666,4.7143,0.5789000000000001,en,5.9,132219.0,PG-13,34604280.0,40.0,49.0,Fall
2014-08-07,125000000.0,485004754.0,101,"['Science Fiction', 'Action', 'Adventure', 'Comedy']",3.087766666666666,7.6118,0.242,en,5.8,227702.0,PG-13,191204754.0,20.0,31.0,Summer
2008-03-04,20000000.0,41627431.0,113,"['Drama', 'Action']",2.425566666666666,3.5776,0.6288,en,6.5,108578.0,PG-13,24850922.0,21.0,39.0,Spring
2005-06-10,150000000.0,374218673.0,140,"['Drama', 'Crime', 'Action']",7.096766666666667,7.831,9.9131,en,8.2,1681913.0,PG-13,206863479.0,85.0,70.0,Summer
2021-09-22,35000000.0,83977925.5,91,"['Comedy', 'Drama']",0.39933333333333304,0.5363,0.34490000000000004,pt,5.3,1438.0,TV-PG,0.0,64.0,58.0,Fall
2022-07-15,35000000.0,83977925.5,98,"['Comedy', 'Family']",0.5434,0.7663000000000001,0.7119000000000001,es,5.3,1189.0,N/A,0.0,64.0,58.0,Summer
2003-09-19,22000000.0,95708457.0,122,"['Fantasy', 'Action', 'Thriller']",4.1434,7.9886,1.0104,en,7.0,296969.0,R,51970690.0,30.0,42.0,Fall
2002-02-15,36000000.0,102244770.0,116,"['Drama', 'Thriller', 'Crime']",3.188466666666667,6.0235,0.8118000000000001,en,7.1,151094.0,PG-13,71756802.0,26.0,30.0,Winter
2001-10-06,1250000.0,6776921.0,146,"['Drama', 'Crime']",1.853666666666666,2.6189,2.3009,ja,7.5,13075.0,Unrated,26485.0,68.0,73.0,Fall
2006-08-11,35000000.0,83977925.5,73,"['Animation', 'Science Fiction', 'TV Movie', 'Adventure', 'Family', 'Comedy', 'Fantasy', 'Mystery', 'Action']",1.1028,1.3338,0.24730000000000002,en,7.4,1622.0,TV-Y7,0.0,64.0,58.0,Summer
2000-01-01,35000000.0,83977925.5,131,['Drama'],1.6151666666666662,1.8142,1.0956,ko,7.6,11701.0,Not Rated,0.0,86.0,58.0,Winter
2007-05-19,300000000.0,961691209.0,169,"['Adventure', 'Fantasy', 'Action']",4.2609,6.6058,0.8297,en,7.1,732137.0,PG-13,309420425.0,43.0,50.0,Spring
2016-11-10,35000000.0,83977925.5,115,"['Drama', 'Romance']",0.9700666666666661,2.1654,0.33530000000000004,de,7.1,7743.0,Unrated,0.0,100.0,58.0,Fall
2011-09-05,35000000.0,83977925.5,88,"['Comedy', 'Family', 'Romance', 'Drama']",2.752533333333333,3.5635,0.323,en,6.0,12184.0,PG,0.0,64.0,58.0,Fall
2020-01-17,35000000.0,4971635.0,105,"['Animation', 'Adventure', 'Fantasy', 'Mystery', 'Drama', 'Science Fiction']",1.9726666666666661,2.0318,0.6902,ja,8.0,7016.0,TV-MA,0.0,64.0,58.0,Winter
2011-05-25,150000000.0,665692281.0,91,"['Animation', 'Family', 'Comedy']",7.3181,11.8399,0.25470000000000004,en,7.3,348192.0,PG,165249063.0,82.0,67.0,Spring
2003-07-02,200000000.0,435000000.0,109,"['Action', 'Thriller', 'Science Fiction']",4.937,8.4644,0.5388000000000001,en,6.3,432929.0,R,150371112.0,70.0,66.0,Summer
2005-02-11,70000000.0,371600000.0,118,"['Comedy', 'Drama', 'Romance']",4.873033333333333,5.6192,0.5987,en,6.6,343989.0,PG-13,179495555.0,68.0,58.0,Winter
2020-06-24,6300000.0,13416285.0,98,"['Action', 'Horror', 'Science Fiction']",1.905266666666666,3.024,0.2919,ko,6.3,52542.0,TV-MA,0.0,64.0,58.0,Summer
2006-06-25,6000000.0,9524340.0,106,"['Comedy', 'Drama', 'Fantasy']",1.5719,2.2476,0.8839,fr,7.2,71329.0,R,4670644.0,71.0,70.0,Summer
2012-08-31,20000000.0,2500277.0,97,"['Action', 'Crime', 'Drama', 'Thriller']",3.696366666666666,4.8908000000000005,0.4363,en,5.6,28243.0,R,0.0,7.0,58.0,Summer
2003-05-23,80000000.0,484592874.0,101,"['Fantasy', 'Comedy']",7.126866666666667,8.5525,0.6503,en,6.8,461710.0,PG-13,242829261.0,48.0,46.0,Spring
2025-07-18,20000000.0,768943856.0,156,"['Animation', 'Action', 'Fantasy']",3.534933333333333,4.3154,1.8666,ja,8.5,51555.0,R,133938708.0,98.0,67.0,Summer
2013-06-06,4600000.0,23198652.0,103,"['Comedy', 'Drama']",2.779566666666666,3.7352,0.888,en,7.4,162180.0,PG-13,21506546.0,83.0,68.0,Summer
2000-02-09,8000000.0,105983.0,122,"['Drama', 'Thriller']",4.738666666666667,6.0842,1.1065,en,5.7,22686.0,R,59989.0,25.0,25.0,Winter
2002-05-24,46000000.0,113714830.0,118,"['Thriller', 'Crime', 'Drama']",3.433433333333333,3.8769,9.9131,en,7.2,336119.0,R,67355513.0,92.0,78.0,Spring
2003-10-08,25000000.0,156800000.0,138,"['Thriller', 'Crime', 'Drama', 'Mystery']",4.013366666666667,5.3242,6.3042,en,7.9,512684.0,R,90135191.0,89.0,84.0,Fall
2018-09-09,35000000.0,83977925.5,84,"['Drama', 'Horror', 'Thriller', 'TV Movie']",5.306333333333333,12.2533,2.7318,en,5.9,3968.0,TV-14,0.0,64.0,58.0,Fall
2012-10-24,35000000.0,83977925.5,127,['Drama'],1.067933333333333,1.843,0.5345,de,5.7,3290.0,N/A,0.0,64.0,58.0,Fall
2017-03-24,35000000.0,83977925.5,91,"['Crime', 'Drama']",1.3551,1.8666,0.2751,en,6.1,7634.0,TV-MA,0.0,40.0,41.0,Spring
2001-01-24,11000000.0,13276953.0,81,"['Crime', 'Comedy', 'Drama']",2.282033333333333,3.8148,0.11280000000000001,en,5.8,16043.0,PG-13,13305101.0,30.0,48.0,Winter
2010-02-25,35000000.0,177182.0,91,"['Mystery', 'Thriller']",4.165933333333333,5.0693,0.0966,en,5.1,19191.0,R,0.0,17.0,58.0,Winter
2019-01-24,35000000.0,83977925.5,95,['Documentary'],0.409066666666666,0.5537000000000001,0.131,en,6.8,3806.0,Not Rated,31378.0,81.0,70.0,Winter
